IP_LOC,Method_LOC,File_LOC,Var_Type,Var_Property,Var_Init,Def_C_IP,Def_C_Other,Def_C_If,Def_C_For,Def_C_While,Def_V_IP,Def_V_Other,Def_V_If,Def_V_For,Def_V_While,Def_Lib_IP,Def_Lib_Other,Def_Lib_If,Def_Lib_For,Def_Lib_While,Def_User_IP,Def_User_Other,Def_User_If,Def_User_For,Def_User_While,Use_V_IP,Use_V_Other,Use_V_If,Use_V_For,Use_V_While,Use_Lib_IP,Use_Lib_Other,Use_Lib_If,Use_Lib_For,Use_Lib_While,Use_User_IP,Use_User_Other,Use_User_If,Use_User_For,Use_User_While,Use_If_IP,Use_If_Other,Use_For_IP,Use_For_Other,Use_While_IP,Use_While_Other,Defect
238,1116,1860,1,1,2,1,10,2,0,1,0,4,2,0,0,1,3,3,0,1,0,0,0,0,0,0,6,2,0,0,2,11,6,0,7,0,0,0,0,0,1,13,0,0,0,2,TRUE
280,1116,1860,0,1,3,4,12,4,2,4,2,5,2,0,1,1,6,6,0,1,0,0,0,0,0,1,8,2,2,1,1,14,10,0,5,0,0,0,0,0,1,19,1,0,0,3,FALSE
280,1116,1860,0,1,3,4,12,4,2,4,2,5,2,0,1,1,6,6,0,1,0,0,0,0,0,1,8,2,2,1,1,14,10,0,5,0,0,0,0,0,1,19,1,0,0,3,FALSE
281,1116,1860,0,1,3,4,12,4,2,4,2,5,2,0,1,2,6,7,1,2,0,0,0,0,0,1,8,2,2,1,2,14,11,1,6,0,0,0,0,0,1,20,1,0,0,3,FALSE
550,1116,1860,1,1,2,1,10,2,0,1,0,4,2,0,0,1,3,3,0,1,0,0,0,0,0,0,6,2,0,0,3,13,7,0,9,0,0,0,0,0,2,18,0,0,0,2,TRUE
557,1116,1860,0,1,1,1,11,3,0,2,1,3,2,0,0,0,4,3,0,1,0,0,0,0,0,1,5,2,0,0,6,10,11,0,9,0,0,0,0,0,0,23,0,0,0,3,TRUE
564,1116,1860,1,1,2,1,10,2,0,1,0,4,2,0,0,1,3,3,0,1,0,0,0,0,0,0,6,2,0,0,4,13,7,0,10,0,0,0,0,0,2,20,0,0,0,2,TRUE
3,35,1860,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
3,72,1860,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
16,72,1860,0,1,1,0,7,0,5,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,5,0,2,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE
10,72,1860,0,1,1,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
22,72,1860,0,1,1,0,7,0,5,0,0,7,2,0,0,0,1,1,0,0,0,0,0,0,0,0,7,2,5,0,3,4,7,0,0,0,0,0,0,0,0,2,0,1,0,0,TRUE
220,1116,1860,0,1,1,1,10,4,0,1,1,4,3,0,0,0,2,1,0,1,0,0,0,0,0,1,6,3,0,0,3,4,7,0,0,0,0,0,0,0,0,9,0,0,0,2,TRUE
1157,1116,1860,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
10,39,2169,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,FALSE
102,194,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,TRUE
106,194,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,TRUE
126,194,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,TRUE
1,49,2169,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
6,33,2169,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
18,216,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,FALSE
35,216,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0,0,FALSE
8,216,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,3,0,0,0,0,FALSE
47,216,2169,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,4,0,0,0,1,1,0,0,1,1,2,0,0,0,4,4,0,0,2,4,0,0,0,0,FALSE
58,216,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,TRUE
6,216,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
66,216,2169,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,4,0,0,0,0,TRUE
91,216,2169,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3,0,0,0,7,0,0,0,0,TRUE
137,216,2169,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,4,0,0,0,3,1,0,0,0,8,0,0,0,1,TRUE
18,238,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,TRUE
33,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,FALSE
8,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,FALSE
45,238,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,4,0,0,0,1,1,0,0,1,1,2,0,0,0,3,3,0,0,2,3,0,0,0,0,TRUE
64,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,TRUE
72,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,0,0,0,0,TRUE
5,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
79,238,2169,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,4,3,0,0,0,4,0,0,0,0,TRUE
51,199,2169,0,1,0,1,6,3,3,2,3,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,3,2,3,3,0,1,1,0,0,0,1,0,0,0,0,5,0,2,0,1,TRUE
51,199,2169,0,1,0,1,6,3,3,2,3,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,3,2,3,3,0,1,1,0,0,0,1,0,0,0,0,5,0,2,0,1,TRUE
55,199,2169,0,1,0,2,6,4,4,3,2,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,0,1,1,0,0,0,1,0,0,0,0,7,0,2,0,1,TRUE
57,199,2169,0,1,0,2,6,4,4,3,2,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,0,1,1,0,0,0,1,0,0,0,0,7,0,2,0,1,TRUE
62,199,2169,0,1,0,0,6,2,2,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,1,2,1,1,0,1,0,0,0,0,7,0,2,0,1,TRUE
64,199,2169,0,1,0,1,6,3,3,2,4,3,3,3,4,0,0,0,0,0,0,1,0,0,0,2,4,4,5,5,1,2,3,2,2,0,1,0,0,0,0,7,0,2,0,1,TRUE
93,199,2169,0,1,0,0,11,3,5,2,0,8,2,2,3,0,0,0,0,0,1,0,0,0,0,1,5,2,5,3,0,1,1,0,0,1,1,1,0,0,1,6,0,2,0,1,TRUE
92,199,2169,0,1,3,4,14,5,8,5,3,6,2,1,3,0,0,0,0,0,0,2,1,0,1,1,6,2,5,3,1,0,1,0,0,0,5,4,0,0,3,13,1,3,0,1,TRUE
92,199,2169,0,1,3,4,14,5,8,5,3,6,2,1,3,0,0,0,0,0,0,2,1,0,1,1,6,2,5,3,1,0,1,0,0,0,5,4,0,0,3,13,1,3,0,1,TRUE
100,199,2169,0,1,3,4,14,5,8,5,3,6,2,1,3,0,0,0,0,0,0,2,1,0,1,1,6,2,5,3,2,0,2,0,0,0,5,4,0,0,3,13,1,3,0,1,TRUE
102,199,2169,0,1,3,4,14,5,8,5,3,6,2,1,3,0,0,0,0,0,0,2,1,0,1,2,6,3,6,4,2,0,2,0,0,0,5,4,0,0,3,15,1,3,0,1,TRUE
153,199,2169,0,1,3,4,14,5,8,5,3,6,2,1,3,0,0,0,0,0,0,3,2,1,2,2,6,3,6,4,2,0,2,0,0,0,7,6,2,2,3,17,1,3,1,2,TRUE
29,194,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
16,216,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
46,216,2169,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,0,0,0,1,1,0,0,1,1,2,0,0,0,3,3,0,0,1,4,0,0,0,0,FALSE
17,238,2169,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
44,238,2169,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,0,0,0,1,1,0,0,1,1,2,0,0,0,3,3,0,0,1,3,0,0,0,0,FALSE
59,238,2169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,3,0,0,0,0,FALSE
92,238,2169,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,1,1,0,0,2,0,2,0,0,0,5,3,0,0,1,6,0,0,0,0,TRUE
20,52,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,TRUE
1,52,173,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
32,49,81,0,1,0,1,1,0,0,1,3,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,4,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,TRUE
32,49,81,0,1,0,1,1,0,0,1,3,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,4,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,TRUE
7,371,622,0,1,0,0,8,7,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,1,1,0,0,0,0,0,0,0,0,28,0,0,2,0,FALSE
7,371,622,0,1,0,0,8,7,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,1,1,0,0,0,0,0,0,0,0,28,0,0,2,0,FALSE
288,371,622,0,0,2,2,9,7,2,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18,1,0,1,1,2,0,0,0,0,0,0,0,2,26,0,1,0,2,TRUE
48,371,622,0,1,0,1,8,7,0,1,2,5,6,0,1,0,0,0,0,0,0,0,0,0,0,1,18,18,0,1,0,1,1,0,0,0,0,0,0,0,0,28,0,0,2,0,TRUE
344,371,622,0,0,2,2,17,11,5,0,1,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,22,20,5,0,3,4,7,0,0,0,0,0,0,0,3,35,0,1,0,2,TRUE
357,371,622,0,0,2,2,18,12,5,0,1,11,9,2,0,0,0,0,0,0,0,0,0,0,0,1,23,21,5,0,3,4,7,0,0,0,0,0,0,0,3,37,0,1,0,2,TRUE
361,371,622,0,0,2,2,17,11,5,0,1,10,8,2,0,0,0,0,0,0,0,0,0,0,0,1,22,20,5,0,3,4,7,0,0,0,0,0,0,0,3,34,0,1,0,2,TRUE
375,371,622,0,0,2,2,16,10,4,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,20,18,3,0,2,3,5,0,0,1,0,1,0,0,2,30,0,1,0,2,TRUE
379,371,622,0,0,2,2,16,10,4,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,20,18,3,0,2,3,5,0,0,1,0,1,0,0,2,30,0,1,0,2,TRUE
401,371,622,0,0,2,3,6,7,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,0,0,0,1,1,0,0,0,0,0,0,0,2,26,0,0,0,0,TRUE
405,371,622,0,0,2,3,6,7,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,0,0,0,1,1,0,0,0,0,0,0,0,3,26,0,0,0,0,TRUE
425,371,622,0,0,2,3,6,7,0,0,2,6,6,0,0,0,0,0,0,0,0,1,0,0,0,2,17,17,0,0,0,1,1,0,0,0,2,0,0,0,6,28,0,0,0,0,TRUE
437,371,622,0,0,2,3,6,7,0,0,2,6,6,0,0,0,0,0,0,0,0,1,0,0,0,2,17,17,0,0,0,1,1,0,0,0,2,0,0,0,6,27,0,0,0,0,TRUE
1,193,252,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
225,364,805,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,TRUE
247,364,805,0,1,0,4,2,5,0,0,3,1,4,0,0,0,0,0,0,0,2,2,4,0,0,2,2,4,0,0,0,4,4,0,0,2,6,8,0,0,0,8,0,0,0,0,TRUE
251,364,805,0,1,0,6,2,7,0,0,4,1,5,0,0,0,0,0,0,0,3,2,5,0,0,3,2,5,0,0,0,4,4,0,0,3,8,11,0,0,0,8,0,0,0,0,TRUE
254,364,805,0,1,0,8,2,9,0,0,5,1,6,0,0,0,0,0,0,0,3,2,5,0,0,4,2,6,0,0,0,4,4,0,0,3,8,11,0,0,0,8,0,0,0,0,TRUE
288,364,805,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,1,3,0,0,0,1,1,0,0,0,9,0,0,0,0,TRUE
291,364,805,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2,3,0,0,0,0,0,0,0,0,7,0,0,0,0,TRUE
292,364,805,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,1,0,TRUE
292,364,805,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,1,0,TRUE
294,364,805,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1,7,0,0,1,0,TRUE
296,364,805,0,1,0,1,2,2,0,1,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,2,2,3,0,2,0,3,3,0,0,0,0,0,0,0,1,7,0,0,1,0,TRUE
1,147,397,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE
20,41,1699,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,4,0,0,0,0,TRUE
21,41,1699,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,0,0,0,4,0,0,0,0,TRUE
22,41,1699,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,5,0,0,0,4,0,0,0,0,TRUE
28,41,1699,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,0,TRUE
321,388,1699,0,1,2,1,9,3,4,2,0,5,1,1,2,0,0,0,0,0,0,3,0,0,3,0,10,3,7,5,0,0,0,0,0,1,12,8,0,5,1,22,0,3,0,2,TRUE
304,388,1699,0,1,0,1,9,2,4,2,0,5,1,1,2,0,0,0,0,0,0,3,0,0,3,0,10,3,7,5,0,0,0,0,0,1,12,8,0,5,1,22,0,3,0,2,TRUE
304,388,1699,0,1,0,1,9,2,4,2,0,5,1,1,2,0,0,0,0,0,0,3,0,0,3,0,10,3,7,5,0,0,0,0,0,1,12,8,0,5,1,22,0,3,0,2,TRUE
1,388,1699,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE
340,388,1699,0,1,2,1,13,3,4,2,0,5,1,1,2,0,0,0,0,0,0,4,1,0,4,0,12,4,7,7,0,0,0,0,0,2,19,16,0,6,1,24,0,3,0,3,TRUE
57,224,1699,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,9,9,0,0,0,15,0,0,0,0,TRUE
58,224,1699,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,2,11,11,0,0,0,15,0,0,0,0,TRUE
59,224,1699,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,3,11,12,0,0,0,15,0,0,0,0,TRUE
65,224,1699,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,5,11,14,0,0,0,15,0,0,0,0,TRUE
