total_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_time,branch_count,decision_count,call_pairs,condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,formal_parameters,Defect
16,9,12,12,23,35,106,0.13,7.69,815.38,45.3,4,2,1,1,3,0.21,2,0,FALSE
16,11,13,17,27,44,139,0.1,10,1390,77.22,4,2,1,1,3,0.21,2,0,TRUE
16,11,13,17,27,44,139,0.1,10,1390,77.22,4,2,1,1,3,0.21,2,0,FALSE
14,9,11,13,20,33,98,0.13,7.69,753.85,41.88,2,1,1,1,2,0.17,1,0,TRUE
14,9,11,13,20,33,98,0.13,7.69,753.85,41.88,2,1,1,1,2,0.17,1,0,FALSE
9,5,6,7,10,17,40,0.24,4.17,166.67,9.26,0,0,1,0,1,0.17,0,0,TRUE
9,5,6,7,10,17,40,0.24,4.17,166.67,9.26,0,0,1,0,1,0.17,0,0,TRUE
9,5,6,7,10,17,40,0.24,4.17,166.67,9.26,0,0,1,0,1,0.17,0,0,FALSE
9,5,6,7,10,17,40,0.24,4.17,166.67,9.26,0,0,1,0,1,0.17,0,0,TRUE
16,7,8,11,17,28,75,0.16,6.25,468.75,26.04,4,2,2,2,2,0.15,1,0,TRUE
16,7,8,11,17,28,75,0.16,6.25,468.75,26.04,4,2,2,2,2,0.15,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
27,9,8,15,26,41,116,0.15,6.67,773.33,42.96,10,5,3,5,4,0.17,1,0,TRUE
27,9,8,15,26,41,116,0.15,6.67,773.33,42.96,10,5,3,5,4,0.17,1,0,FALSE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
20,8,7,11,19,30,81,0.21,4.76,385.71,21.43,6,3,2,3,3,0.19,1,0,FALSE
20,8,7,11,19,30,81,0.21,4.76,385.71,21.43,6,3,2,3,3,0.19,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,8,11,18,29,76,0.14,7.14,542.86,30.16,4,2,1,2,3,0.25,1,0,TRUE
15,6,8,11,18,29,76,0.14,7.14,542.86,30.16,4,2,1,2,3,0.25,1,0,TRUE
27,9,9,17,28,45,130,0.12,8.33,1083.33,60.18,10,5,3,5,4,0.17,1,0,TRUE
27,9,9,17,28,45,130,0.12,8.33,1083.33,60.18,10,5,3,5,4,0.17,1,0,FALSE
22,8,9,15,25,40,113,0.12,8.33,941.67,52.32,8,4,2,4,4,0.21,1,0,TRUE
22,8,9,15,25,40,113,0.12,8.33,941.67,52.32,8,4,2,4,4,0.21,1,0,TRUE
20,8,9,13,21,34,96,0.14,7.14,685.71,38.1,6,3,2,3,3,0.19,1,0,TRUE
20,8,9,13,21,34,96,0.14,7.14,685.71,38.1,6,3,2,3,3,0.19,1,0,TRUE
15,6,8,11,18,29,76,0.14,7.14,542.86,30.16,4,2,1,2,3,0.25,1,0,FALSE
15,6,8,11,18,29,76,0.14,7.14,542.86,30.16,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,TRUE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,TRUE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,FALSE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,FALSE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,FALSE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,FALSE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,TRUE
27,10,8,15,28,43,124,0.17,5.88,729.41,40.52,10,5,5,5,4,0.17,1,0,TRUE
27,10,8,15,28,43,124,0.17,5.88,729.41,40.52,10,5,5,5,4,0.17,1,0,TRUE
22,8,8,13,25,38,105,0.15,6.67,700,38.89,8,4,4,4,4,0.21,1,0,FALSE
22,8,8,13,25,38,105,0.15,6.67,700,38.89,8,4,4,4,4,0.21,1,0,FALSE
20,9,7,11,21,32,88,0.23,4.35,382.61,21.26,6,3,4,3,3,0.19,1,0,TRUE
20,9,7,11,21,32,88,0.23,4.35,382.61,21.26,6,3,4,3,3,0.19,1,0,FALSE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,FALSE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
27,10,8,15,26,41,118,0.17,5.88,694.12,38.56,10,5,3,5,4,0.17,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,TRUE
22,8,8,13,23,36,99,0.15,6.67,660,36.67,8,4,2,4,4,0.21,1,0,FALSE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,TRUE
20,9,7,11,19,30,83,0.23,4.35,360.87,20.05,6,3,2,3,3,0.19,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,FALSE
15,6,7,9,16,25,64,0.19,5.26,336.84,18.71,4,2,1,2,3,0.25,1,0,TRUE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,FALSE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,TRUE
27,10,8,15,28,43,124,0.17,5.88,729.41,40.52,10,5,5,5,4,0.17,1,0,TRUE
27,10,8,15,28,43,124,0.17,5.88,729.41,40.52,10,5,5,5,4,0.17,1,0,TRUE
22,8,8,13,25,38,105,0.15,6.67,700,38.89,8,4,4,4,4,0.21,1,0,TRUE
22,8,8,13,25,38,105,0.15,6.67,700,38.89,8,4,4,4,4,0.21,1,0,TRUE
20,9,7,11,21,32,88,0.23,4.35,382.61,21.26,6,3,4,3,3,0.19,1,0,TRUE
20,9,7,11,21,32,88,0.23,4.35,382.61,21.26,6,3,4,3,3,0.19,1,0,TRUE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,FALSE
15,6,7,9,18,27,69,0.19,5.26,363.16,20.18,4,2,3,2,3,0.25,1,0,FALSE
33,9,8,18,32,50,141,0.13,7.69,1084.62,60.26,12,6,5,6,4,0.15,1,0,TRUE
33,9,8,18,32,50,141,0.13,7.69,1084.62,60.26,12,6,5,6,4,0.15,1,0,TRUE
33,9,8,18,32,50,141,0.13,7.69,1084.62,60.26,12,6,5,6,4,0.15,1,0,TRUE
33,9,8,18,32,50,141,0.13,7.69,1084.62,60.26,12,6,5,6,4,0.15,1,0,FALSE
40,8,8,22,39,61,169,0.09,11.11,1877.78,104.32,16,8,6,8,5,0.15,1,0,TRUE
40,8,8,22,39,61,169,0.09,11.11,1877.78,104.32,16,8,6,8,5,0.15,1,0,TRUE
40,8,8,22,39,61,169,0.09,11.11,1877.78,104.32,16,8,6,8,5,0.15,1,0,FALSE
40,8,8,22,39,61,169,0.09,11.11,1877.78,104.32,16,8,6,8,5,0.15,1,0,TRUE
26,6,7,14,25,39,100,0.12,8.33,833.33,46.3,8,4,4,4,3,0.15,1,0,TRUE
26,6,7,14,25,39,100,0.12,8.33,833.33,46.3,8,4,4,4,3,0.15,1,0,TRUE
26,6,7,14,25,39,100,0.12,8.33,833.33,46.3,8,4,4,4,3,0.15,1,0,FALSE
26,6,7,14,25,39,100,0.12,8.33,833.33,46.3,8,4,4,4,3,0.15,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,FALSE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,TRUE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,FALSE
27,10,9,17,28,45,132,0.13,7.69,1015.38,56.41,10,5,3,5,4,0.17,1,0,TRUE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,FALSE
22,9,9,15,25,40,115,0.13,7.69,884.62,49.15,8,4,2,4,4,0.21,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
20,9,9,13,21,34,98,0.15,6.67,653.33,36.3,6,3,2,3,3,0.19,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,TRUE
15,7,8,11,18,29,78,0.16,6.25,487.5,27.08,4,2,1,2,3,0.25,1,0,FALSE
27,9,10,15,32,47,138,0.12,8.33,1150,63.89,8,4,3,4,1,0.05,1,0,TRUE
27,9,10,15,32,47,138,0.12,8.33,1150,63.89,8,4,3,4,1,0.05,1,0,FALSE
34,11,12,19,39,58,181,0.1,10,1810,100.56,12,6,4,6,2,0.07,1,0,FALSE
34,11,12,19,39,58,181,0.1,10,1810,100.56,12,6,4,6,2,0.07,1,0,TRUE
34,10,12,19,39,58,179,0.09,11.11,1988.89,110.49,12,6,4,6,2,0.07,1,0,FALSE
34,10,12,19,39,58,179,0.09,11.11,1988.89,110.49,12,6,4,6,2,0.07,1,0,TRUE
27,10,10,15,32,47,140,0.13,7.69,1076.92,59.83,8,4,3,4,1,0.05,1,0,TRUE
27,10,10,15,32,47,140,0.13,7.69,1076.92,59.83,8,4,3,4,1,0.05,1,0,TRUE
27,9,10,15,32,47,138,0.12,8.33,1150,63.89,8,4,3,4,1,0.05,1,0,TRUE
27,9,10,15,32,47,138,0.12,8.33,1150,63.89,8,4,3,4,1,0.05,1,0,FALSE
17,6,8,9,20,29,76,0.17,5.88,447.06,24.84,4,2,1,0,3,0.21,0,0,TRUE
17,6,8,9,20,29,76,0.17,5.88,447.06,24.84,4,2,1,0,3,0.21,0,0,FALSE
24,8,10,13,27,40,115,0.12,8.33,958.33,53.24,8,4,2,2,4,0.19,2,0,FALSE
24,8,10,13,27,40,115,0.12,8.33,958.33,53.24,8,4,2,2,4,0.19,2,0,TRUE
17,6,8,9,20,29,76,0.17,5.88,447.06,24.84,4,2,1,0,3,0.21,0,0,FALSE
17,6,8,9,20,29,76,0.17,5.88,447.06,24.84,4,2,1,0,3,0.21,0,0,TRUE
16,8,10,19,28,47,135,0.08,12.5,1687.5,93.75,4,2,1,0,3,0.23,0,0,TRUE
16,8,10,19,28,47,135,0.08,12.5,1687.5,93.75,4,2,1,0,3,0.23,0,0,TRUE
23,10,12,23,35,58,179,0.07,14.29,2557.14,142.06,8,4,2,2,4,0.2,2,0,TRUE
23,10,12,23,35,58,179,0.07,14.29,2557.14,142.06,8,4,2,2,4,0.2,2,0,FALSE
16,8,10,19,28,47,135,0.08,12.5,1687.5,93.75,4,2,1,0,3,0.23,0,0,TRUE
16,8,10,19,28,47,135,0.08,12.5,1687.5,93.75,4,2,1,0,3,0.23,0,0,FALSE
13,7,7,11,14,25,65,0.18,5.56,361.11,20.06,0,0,1,0,1,0.1,0,0,FALSE
13,7,7,11,14,25,65,0.18,5.56,361.11,20.06,0,0,1,0,1,0.1,0,0,TRUE
20,9,9,15,21,36,104,0.13,7.69,800,44.44,4,2,2,2,2,0.12,1,0,FALSE
20,9,9,15,21,36,104,0.13,7.69,800,44.44,4,2,2,2,2,0.12,1,0,TRUE
13,7,7,11,14,25,65,0.18,5.56,361.11,20.06,0,0,1,0,1,0.1,0,0,TRUE
13,7,7,11,14,25,65,0.18,5.56,361.11,20.06,0,0,1,0,1,0.1,0,0,TRUE
9,5,6,6,10,16,38,0.28,3.57,135.71,7.54,2,1,1,1,2,0.29,1,1,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,FALSE
21,9,7,12,20,32,88,0.21,4.76,419.05,23.28,8,4,3,4,3,0.17,1,1,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,FALSE
16,8,7,10,17,27,73,0.23,4.35,317.39,17.63,6,3,2,3,3,0.21,1,1,FALSE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,TRUE
9,5,6,6,10,16,38,0.28,3.57,135.71,7.54,2,1,1,1,2,0.29,1,1,FALSE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,TRUE
8,6,5,8,11,19,45,0.3,3.33,150,8.33,0,0,1,0,1,0.17,0,0,FALSE
9,5,6,6,10,16,38,0.28,3.57,135.71,7.54,2,1,1,1,2,0.29,1,1,TRUE
21,9,7,12,20,32,88,0.21,4.76,419.05,23.28,8,4,3,4,3,0.17,1,1,FALSE
16,8,7,10,17,27,73,0.23,4.35,317.39,17.63,6,3,2,3,3,0.21,1,1,FALSE
9,5,6,6,10,16,38,0.28,3.57,135.71,7.54,2,1,1,1,2,0.29,1,1,TRUE
13,6,6,11,17,28,69,0.18,5.56,383.33,21.3,0,0,1,0,1,0.1,0,0,FALSE
13,6,6,11,17,28,69,0.18,5.56,383.33,21.3,0,0,1,0,1,0.1,0,0,TRUE
13,6,6,11,17,28,69,0.18,5.56,383.33,21.3,0,0,1,0,1,0.1,0,0,TRUE
13,6,6,11,17,28,69,0.18,5.56,383.33,21.3,0,0,1,0,1,0.1,0,0,FALSE
20,8,8,15,24,39,108,0.13,7.69,830.77,46.15,4,2,2,2,2,0.12,1,0,TRUE
20,8,8,15,24,39,108,0.13,7.69,830.77,46.15,4,2,2,2,2,0.12,1,0,FALSE
18,7,7,17,33,50,131,0.12,8.33,1091.67,60.65,0,0,1,0,1,0.07,0,0,TRUE
18,7,7,17,33,50,131,0.12,8.33,1091.67,60.65,0,0,1,0,1,0.07,0,0,TRUE
18,7,7,17,33,50,131,0.12,8.33,1091.67,60.65,0,0,1,0,1,0.07,0,0,FALSE
18,7,7,17,33,50,131,0.12,8.33,1091.67,60.65,0,0,1,0,1,0.07,0,0,FALSE
25,9,9,21,40,61,176,0.1,10,1760,97.78,4,2,2,2,2,0.09,1,0,FALSE
25,9,9,21,40,61,176,0.1,10,1760,97.78,4,2,2,2,2,0.09,1,0,FALSE
14,9,7,15,19,34,94,0.17,5.88,552.94,30.72,0,0,1,0,1,0.09,0,0,TRUE
14,9,7,15,19,34,94,0.17,5.88,552.94,30.72,0,0,1,0,1,0.09,0,0,TRUE
14,9,7,15,19,34,94,0.17,5.88,552.94,30.72,0,0,1,0,1,0.09,0,0,TRUE
14,9,7,15,19,34,94,0.17,5.88,552.94,30.72,0,0,1,0,1,0.09,0,0,TRUE
21,11,9,19,26,45,134,0.13,7.69,1030.77,57.27,4,2,2,2,2,0.11,1,0,TRUE
21,11,9,19,26,45,134,0.13,7.69,1030.77,57.27,4,2,2,2,2,0.11,1,0,FALSE
6,4,5,5,7,12,26,0.32,3.13,81.25,4.51,0,0,1,0,1,0.25,0,1,TRUE
7,4,5,6,9,15,32,0.27,3.7,118.52,6.58,0,0,1,0,1,0.17,0,0,FALSE
6,4,5,5,7,12,26,0.32,3.13,81.25,4.51,0,0,1,0,1,0.25,0,1,FALSE
7,4,5,6,9,15,32,0.27,3.7,118.52,6.58,0,0,1,0,1,0.17,0,0,TRUE
13,7,7,9,14,23,60,0.22,4.55,272.73,15.15,4,2,2,2,2,0.18,1,1,FALSE
7,4,5,6,9,15,32,0.27,3.7,118.52,6.58,0,0,1,0,1,0.17,0,0,TRUE
6,4,5,5,7,12,26,0.32,3.13,81.25,4.51,0,0,1,0,1,0.25,0,1,TRUE
10,5,5,8,15,23,52,0.25,4,208,11.56,0,0,1,0,1,0.14,0,0,TRUE
6,4,5,5,7,12,26,0.32,3.13,81.25,4.51,0,0,1,0,1,0.25,0,1,TRUE
